ID|ATT
"abxlib"|MIT License
"abyss"|Production/Stable
"abyss"|End Users/Desktop
"abyss"|Beta
"abyss"|Delphi/Kylix
"abyss"|32-bit MS Windows (NT/2000/XP)
"abyss"|BSD License
"abyss"|All POSIX (Linux/BSD/UNIX-like OSes)
"abyss"|C
"abyss"|System Administrators
"abyss"|GNU General Public License (GPL)
"abyss"|Win32 (MS Windows)
"abyss"|All 32-bit MS Windows (95/98/NT/2000/XP)
"abyss"|Linux
"abyss"|WWW/HTTP
"abyss"|Games/Entertainment
"abyss"|Developers
"abyss"|Non-interactive (Daemon)
"ac2memomaster"|Visual Basic
"ac2memomaster"|Win32 (MS Windows)
"ac2memomaster"|32-bit MS Windows (95/98)
"ac2memomaster"|GNU General Public License (GPL)
"ac2memomaster"|Beta
"ac2memomaster"|Role-Playing
"ac2memomaster"|End Users/Desktop
"ac2memomaster"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ac2memomaster"|C#
"ac3"|C++
"ac3"|Video
"ac3"|GNU General Public License (GPL)
"ac3"|Other Audience
"ac3"|OS Independent (Written in an interpreted language)
"ac3"|Sound/Audio
"ac3"|Pre-Alpha
"ac3"|Developers
"ac3"|End Users/Desktop
"ac3encode"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ac3encode"|C++
"ac3encode"|C
"ac3encode"|Pre-Alpha
"ac3encode"|Developers
"ac3encode"|Conversion
"ac3encode"|Win32 (MS Windows)
"ac3encode"|GNU General Public License (GPL)
"ac3filter"|Win32 (MS Windows)
"ac3filter"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ac3filter"|Beta
"ac3filter"|Sound/Audio
"ac3filter"|GNU General Public License (GPL)
"ac3filter"|C++
"ac3filter"|End Users/Desktop
"ac3filtero"|32-bit MS Windows (NT/2000/XP)
"ac3filtero"|C++
"ac3filtero"|Win32 (MS Windows)
"ac3filtero"|Planning
"ac3filtero"|Players
"ac3filtero"|WinXP
"ac3filtero"|End Users/Desktop
"ac3filtero"|GNU General Public License (GPL)
"ac3filtero"|Win2K
"ac3filtero"|All 32-bit MS Windows (95/98/NT/2000/XP)
"ac97-modem"|End Users/Desktop
"ac97-modem"|Pre-Alpha
"ac97-modem"|GNU General Public License (GPL)
"ac97-modem"|System Administrators
"ac97-modem"|Hardware Drivers
"ac97-modem"|C
"ac97-modem"|All POSIX (Linux/BSD/UNIX-like OSes)
"ac97-modem"|Linux
"acaciafirewall"|Production/Stable
"acaciafirewall"|Firewalls
"acaciafirewall"|GNU General Public License (GPL)
"acaciafirewall"|Unix Shell
"acaciafirewall"|All POSIX (Linux/BSD/UNIX-like OSes)
"acaciafirewall"|Linux
"acaciafirewall"|System Administrators
"acaclick"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acaclick"|Education
"acaclick"|Science/Research
"acaclick"|Planning
"acaclick"|OS Independent (Written in an interpreted language)
"acaclick"|Java Swing
"acaclick"|Education
"acaclick"|Web-based
"acaclick"|Java
"acaclick"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acaclick"|Apache License V2.0
"acaclick"|All POSIX (Linux/BSD/UNIX-like OSes)
"acad"|Linux
"acad"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acad"|Systems Administration
"acad"|Logging
"acad"|Pre-Alpha
"acad"|System Administrators
"acad"|All POSIX (Linux/BSD/UNIX-like OSes)
"acad"|Unix Shell
"acad"|GNU Hurd
"acad"|Security
"acad"|GNU General Public License (GPL)
"acad"|Other
"acade"|Internet
"acade"|All POSIX (Linux/BSD/UNIX-like OSes)
"acade"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acade"|Web-based
"acade"|OS Independent (Written in an interpreted language)
"acade"|C#
"acade"|Developers
"acade"|Planning
"acade"|Linux
"acade"|File Sharing
"acade"|System Administrators
"acade"|Chat
"acade"|Email
"acade"|Java
"acade"|Education
"acade"|Education
"acade"|GNU General Public License (GPL)
"acadehelp"|GNU General Public License (GPL)
"acadehelp"|Alpha
"acadehelp"|Java Swing
"acadehelp"|OS Independent (Written in an interpreted language)
"acadehelp"|Education
"acadehelp"|Console/Terminal
"acadehelp"|Computer Aided Instruction (CAI)
"acadehelp"|Java
"academiceditor"|All POSIX (Linux/BSD/UNIX-like OSes)
"academiceditor"|Education
"academiceditor"|Developers
"academiceditor"|PHP
"academiceditor"|Education
"academiceditor"|Linux
"academiceditor"|Planning
"academiceditor"|GNU General Public License (GPL)
"academiceditor"|JavaScript
"academiceditor"|Web-based
"academic-games"|OS Independent (Written in an interpreted language)
"academic-games"|Education
"academic-games"|Web-based
"academic-games"|Public Domain
"academic-games"|Computer Aided Instruction (CAI)
"academic-games"|Planning
"academic-games"|Developers
"academic-games"|Java
"academic-games"|Puzzle Games
"academictalk"|Mozilla Public License 1.0 (MPL)
"academictalk"|Education
"academictalk"|Apache License V2.0
"academictalk"|Conferencing
"academictalk"|Java
"academictalk"|32-bit MS Windows (NT/2000/XP)
"academictalk"|Education
"academictalk"|Beta
"academictalk"|GNU Library or Lesser General Public License (LGPL)
"academusnet"|OS Independent (Written in an interpreted language)
"academusnet"|Computer Aided Instruction (CAI)
"academusnet"|GNU General Public License (GPL)
"academusnet"|Education
"academusnet"|PHP
"academusnet"|Beta
"academusnet"|Web-based
"acadmap2pgsql"|GNU General Public License (GPL)
"acadmap2pgsql"|GIS
"acadmap2pgsql"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acadmap2pgsql"|Visual Basic
"acadmap2pgsql"|Beta
"acai"|Software Development
"acai"|Developers
"acai"|GNU General Public License (GPL)
"acai"|Java
"acai"|Planning
"acai"|Web-based
"acal"|Beta
"acal"|C
"acal"|All POSIX (Linux/BSD/UNIX-like OSes)
"acal"|Other/Nonlisted Topic
"acal"|GNU General Public License (GPL)
"acal"|System Administrators
"acal"|End Users/Desktop
"acalproj"|Developers
"acalproj"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acalproj"|GNU General Public License (GPL)
"acalproj"|PHP
"acalproj"|Other Audience
"acalproj"|PHP License
"acalproj"|FreeBSD
"acalproj"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acalproj"|End Users/Desktop
"acalproj"|All POSIX (Linux/BSD/UNIX-like OSes)
"acalproj"|Information Technology
"acalproj"|System Administrators
"acalproj"|Scheduling
"acalproj"|Production/Stable
"acalproj"|OS X
"acalproj"|WWW/HTTP
"acalproj"|Web-based
"acalproj"|Linux
"acalproj"|OS Independent (Written in an interpreted language)
"acami"|Beta
"acami"|Perl
"acami"|System Administrators
"acami"|PHP
"acami"|Internet Phone
"acami"|Telephony
"acami"|Web-based
"acami"|Systems Administration
"acami"|GNU General Public License (GPL)
"acami"|All POSIX (Linux/BSD/UNIX-like OSes)
"acapd"|Internet
"acapd"|System Administrators
"acapd"|Non-interactive (Daemon)
"acapd"|Alpha
"acapd"|Developers
"acapd"|GNU General Public License (GPL)
"acapd"|C
"acapd"|All POSIX (Linux/BSD/UNIX-like OSes)
"ac-archive"|BSD License
"ac-archive"|GNU General Public License (GPL)
"ac-archive"|Symmetric Multi-processing
"ac-archive"|Developers
"ac-archive"|Beta
"ac-archive"|Unix Shell
"ac-archive"|Build Tools
"ac-archive"|OS Independent (Written in an interpreted language)
"acash"|Accounting
"acash"|Web-based
"acash"|BSD License
"acash"|OS Independent (Written in an interpreted language)
"acash"|Beta
"acash"|End Users/Desktop
"acash"|PHP
"acat"|PL/SQL
"acat"|Perl
"acat"|Scheduling
"acat"|PHP
"acat"|Web-based
"acat"|End Users/Desktop
"acat"|Telephony
"acat"|Office Suites
"acat"|OS Independent (Written in an interpreted language)
"acat"|GNU General Public License (GPL)
"acat"|Planning
"acat"|Linux
"acat"|All POSIX (Linux/BSD/UNIX-like OSes)
"acbic"|Multimedia
"acbic"|Pre-Alpha
"acbic"|End Users/Desktop
"acbic"|Planning
"acbic"|C
"acbic"|GNU General Public License (GPL)
"acbic"|Linux
"acbic"|FreeBSD
"acbic"|X Window System (X11)
"acbic"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acbic"|Other/Nonlisted Topic
"acbic"|OpenBSD
"acbic"|NetBSD
"acbic"|All POSIX (Linux/BSD/UNIX-like OSes)
"acbr"|Pascal
"acbr"|All POSIX (Linux/BSD/UNIX-like OSes)
"acbr"|Hardware Drivers
"acbr"|Communications
"acbr"|Financial and Insurance Industry
"acbr"|Win32 (MS Windows)
"acbr"|X Window System (X11)
"acbr"|32-bit MS Windows (95/98)
"acbr"|Frameworks
"acbr"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acbr"|Manufacturing
"acbr"|Delphi/Kylix
"acbr"|Win2K
"acbr"|GNU Library or Lesser General Public License (LGPL)
"acbr"|Linux
"acbr"|Beta
"acbr"|Interface Engine/Protocol Translator
"acbr"|32-bit MS Windows (NT/2000/XP)
"acbr"|WinXP
"acbr"|Developers
"acbr"|Office/Business
"acbr"|Healthcare Industry
"acbuild"|Linux
"acc"|System
"acc"|GNU General Public License (GPL)
"acc"|All POSIX (Linux/BSD/UNIX-like OSes)
"acc"|Production/Stable
"acc"|System Administrators
"acc"|Python
"accedit"|Beta
"accedit"|OS Independent (Written in an interpreted language)
"accedit"|GNU General Public License (GPL)
"accedit"|Win32 (MS Windows)
"accedit"|X Window System (X11)
"accedit"|MIDI
"accedit"|Java
"accedit"|End Users/Desktop
"accela"|Production/Stable
"accela"|OS X
"accela"|BSD License
"accela"|Apple Mac OS Classic
"accela"|Developers
"accela"|Beta
"accela"|Software Development
"accela"|C++
"acceleration"|Site Management
"acceleration"|Command-line
"acceleration"|OS Independent (Written in an interpreted language)
"acceleration"|Java
"acceleration"|Developers
"acceleration"|Pre-Alpha
"acceleration"|Eclipse
"acceleration"|Apache License V2.0
"accelerator3d"|OpenGL
"accelerator3d"|32-bit MS Windows (NT/2000/XP)
"accelerator3d"|End Users/Desktop
"accelerator3d"|All POSIX (Linux/BSD/UNIX-like OSes)
"accelerator3d"|Alpha
"accelerator3d"|Side-Scrolling/Arcade Games
"accelerator3d"|Python
"accelerator3d"|Artistic License
"accelerator-ml"|GNU Library or Lesser General Public License (LGPL)
"accelerator-ml"|Pre-Alpha
"accelerator-ml"|XML
"accelerator-ml"|Developers
"accelerator-ml"|C++
"accelerator-ml"|Advanced End Users
"accelerator-ml"|Physics
"accelere"|Software Development
"accelere"|Planning
"accelere"|OS Independent (Written in an interpreted language)
"accelere"|Developers
"accelere"|Web-based
"accelere"|MIT License
"accelere"|Java
"accelere"|Dynamic Content
"accel-fb"|Planning
"accel-fb"|3D Rendering
"accel-fb"|All POSIX (Linux/BSD/UNIX-like OSes)
"accel-fb"|Assembly
"accel-fb"|Linux
"accel-fb"|Display
"accel-fb"|Developers
"accel-fb"|GNU General Public License (GPL)
"accel-fb"|C
"accel-fb"|Pre-Alpha
"access2sql"|Delphi/Kylix
"access2sql"|Code Generators
"access2sql"|Database Engines/Servers
"access2sql"|All 32-bit MS Windows (95/98/NT/2000/XP)
"access2sql"|Win32 (MS Windows)
"access2sql"|GNU General Public License (GPL)
"access2sql"|Developers
"access2sql"|Production/Stable
"accessbuild"|Developers
"accessbuild"|Beta
"accessbuild"|WinXP
"accessbuild"|Build Tools
"accessbuild"|Command-line
"accessbuild"|Visual Basic .NET
"accessbuild"|GNU General Public License (GPL)
"accesschecker"|GNU General Public License (GPL)
"accesschecker"|Developers
"accesschecker"|OS Independent (Written in an interpreted language)
"accesschecker"|Alpha
"accesschecker"|System Administrators
"accesschecker"|Site Management
"accesschecker"|Java
"accesslos"|Financial and Insurance Industry
"accesslos"|All POSIX (Linux/BSD/UNIX-like OSes)
"accesslos"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accesslos"|Pre-Alpha
"accesslos"|C
"accesslos"|32-bit MS Windows (95/98)
"accesslos"|Financial
"accesslos"|GNU General Public License (GPL)
"accesslos"|Linux
"accessmodifier"|Software Development
"accessmodifier"|GNU Library or Lesser General Public License (LGPL)
"accessmodifier"|Production/Stable
"accessmodifier"|OS Independent (Written in an interpreted language)
"accessmodifier"|Java
"accessmodifier"|Developers
"accessmusic"|MIDI
"accessmusic"|Developers
"accessmusic"|Conversion
"accessmusic"|Production/Stable
"accessmusic"|Speech
"accessmusic"|Plugins
"accessmusic"|Education
"accessmusic"|XSL (XSLT/XPath/XSL-FO)
"accessmusic"|Education
"accessmusic"|.NET/Mono
"accessmusic"|GNU General Public License (GPL)
"accessmusic"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accessmusic"|Modeling
"accessmusic"|C++
"accessmusic"|Win32 (MS Windows)
"accessmusic"|End Users/Desktop
"accessmysql"|Front-Ends
"accessmysql"|End Users/Desktop
"accessmysql"|Win32 (MS Windows)
"accessmysql"|Planning
"accessmysql"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accessmysql"|OS Independent (Written in an interpreted language)
"accessmysql"|All POSIX (Linux/BSD/UNIX-like OSes)
"accessmysql"|Linux
"accessmysql"|Java
"accessmysql"|Developers
"accessmysql"|X Window System (X11)
"accessmysql"|GNU General Public License (GPL)
"accessmysql"|System Administrators
"accessmysql"|Solaris
"access-point"|C
"access-point"|GNU General Public License (GPL)
"access-point"|Networking
"access-point"|Developers
"access-point"|Hardware Drivers
"access-point"|C++
"access-point"|Pre-Alpha
"access-point"|Assembly
"access-point"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accessreferer"|C
"accessreferer"|HTTP Servers
"accessreferer"|Installation/Setup
"accessreferer"|Production/Stable
"accessreferer"|Web-based
"accessreferer"|System Administrators
"accessroad"|Web-based
"accessroad"|Developers
"accessroad"|Pre-Alpha
"accessroad"|Security
"accessroad"|Alpha
"accessroad"|Software Development
"accessroad"|System Administrators
"accessroad"|Systems Administration
"accessroad"|GNU General Public License (GPL)
"accessroad"|Linux
"accessroad"|Java
"accessroad"|Information Technology
"accessroad"|Perl
"accessroad"|Advanced End Users
"accessroad"|Monitoring
"accessrunner"|Beta
"accessrunner"|GNU General Public License (GPL)
"accessrunner"|Hardware Drivers
"accessrunner"|C
"accessrunner"|Linux
"accessrunner"|End Users/Desktop
"accessrunner"|Developers
"accessserver"|System Administrators
"accessserver"|Developers
"accessserver"|Communications
"accessserver"|All POSIX (Linux/BSD/UNIX-like OSes)
"accessserver"|GNU Library or Lesser General Public License (LGPL)
"accessserver"|C
"accessserver"|Serial
"accessserver"|Web-based
"accessserver"|Alpha
"accessserver"|Linux
"accessweb"|WWW/HTTP
"accessweb"|Web-based
"accessweb"|Non-interactive (Daemon)
"accessweb"|Advanced End Users
"accessweb"|GNU General Public License (GPL)
"accessweb"|End Users/Desktop
"accessweb"|OS Independent (Written in an interpreted language)
"accessweb"|Networking
"accessweb"|Python
"accessweb"|Planning
"accessweb"|Beta
"accessxml"|Database Engines/Servers
"accessxml"|Front-Ends
"accessxml"|C#
"accessxml"|Win32 (MS Windows)
"accessxml"|End Users/Desktop
"accessxml"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accessxml"|32-bit MS Windows (95/98)
"accessxml"|Developers
"accessxml"|Planning
"accessxml"|GNU General Public License (GPL)
"accgenx"|PHP
"accgenx"|Planning
"accgenx"|Java
"accgenx"|C++
"accgenx"|Linux
"accgenx"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accgenx"|Point-Of-Sale
"accgenx"|Win32 (MS Windows)
"accgenx"|GNU General Public License (GPL)
"accgenx"|Scheduling
"accgenx"|Financial and Insurance Industry
"accgenx"|X Window System (X11)
"accgenx"|BSD License
"accgenx"|All POSIX (Linux/BSD/UNIX-like OSes)
"accgenx"|Developers
"accgenx"|Accounting
"accha"|Java Swing
"accha"|Computer Aided Instruction (CAI)
"accha"|Education
"accha"|Java
"accha"|GNU General Public License (GPL)
"accha"|OS X
"accha"|All POSIX (Linux/BSD/UNIX-like OSes)
"accha"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accha"|Alpha
"acchain"|Win32 (MS Windows)
"acchain"|C++
"acchain"|Public Domain
"acchain"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acchain"|Communications
"acchain"|C#
"acchain"|System Administrators
"acchain"|Games/Entertainment
"acchain"|Developers
"acchain"|Beta
"acchain"|Web-based
"acchain"|End Users/Desktop
"acchain"|Visual Basic
"accip"|Alpha
"accip"|FreeBSD
"accip"|Logging
"accip"|Non-interactive (Daemon)
"accip"|C
"accip"|All POSIX (Linux/BSD/UNIX-like OSes)
"accip"|Monitoring
"accip"|System Administrators
"accip"|Linux
"accip"|GNU Library or Lesser General Public License (LGPL)
"accip"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"accipiter"|Non-interactive (Daemon)
"accipiter"|C
"accipiter"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"accipiter"|Mozilla Public License 1.0 (MPL)
"accipiter"|Planning
"accipiter"|Pre-Alpha
"accipiter"|End Users/Desktop
"accipiter"|Science/Research
"accipiter"|Scientific/Engineering
"accipiter"|All POSIX (Linux/BSD/UNIX-like OSes)
"accipiter"|Linux
"accipiter"|FreeBSD
"accolorhelper"|Java
"accolorhelper"|End Users/Desktop
"accolorhelper"|Developers
"accolorhelper"|Java Swing
"accolorhelper"|GNU General Public License (GPL)
"accolorhelper"|OS Independent (Written in an interpreted language)
"accolorhelper"|Graphics
"accolorhelper"|Beta
"accompanistbill"|GNU General Public License (GPL)
"accompanistbill"|C++
"accompanistbill"|All POSIX (Linux/BSD/UNIX-like OSes)
"accompanistbill"|Pre-Alpha
"accompanistbill"|X Window System (X11)
"accompanistbill"|Financial
"accompanistbill"|Linux
"accompanistbill"|End Users/Desktop
"accordeur"|Analysis
"accordeur"|OS Portable (Source code to work with many OS platforms)
"accordeur"|GNU General Public License (GPL)
"accordeur"|C
"accordeur"|Qt
"accordeur"|All POSIX (Linux/BSD/UNIX-like OSes)
"accordeur"|Win32 (MS Windows)
"accordeur"|WinXP
"accordeur"|X Window System (X11)
"accordeur"|Linux
"accordeur"|Production/Stable
"accordeur"|C++
"accordeur"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accordeur"|End Users/Desktop
"accordian"|C++
"accordian"|Solaris
"accordian"|Beta
"accordian"|32-bit MS Windows (NT/2000/XP)
"accordian"|End Users/Desktop
"accordian"|32-bit MS Windows (95/98)
"accordian"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accordian"|GNU General Public License (GPL)
"accordian"|OS Portable (Source code to work with many OS platforms)
"accordian"|Card Games
"accordian"|Win32 (MS Windows)
"accordian"|Qt
"accountancy"|Linux
"accountancy"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accountancy"|Accounting
"accountancy"|Inactive
"accountancy"|Pascal
"accountancy"|GNU General Public License (GPL)
"accountancy"|Financial and Insurance Industry
"accountancy"|GTK+
"accountant"|BSD License
"accountant"|Linux
"accountant"|Front-Ends
"accountant"|Java
"accountant"|All POSIX (Linux/BSD/UNIX-like OSes)
"accountant"|GNU General Public License (GPL)
"accountant"|Planning
"accountant"|OLAP
"accountant"|Beta
"accountant"|End Users/Desktop
"accountant"|C++
"accountant"|Pre-Alpha
"accountant"|X Window System (X11)
"accountant"|Developers
"accountant"|Accounting
"accountant"|Other Audience
"accountant"|Java Swing
"accountant"|OS Independent (Written in an interpreted language)
"accountex"|System Administrators
"accountex"|Artistic License
"accountex"|Log Analysis
"accountex"|FreeBSD
"accountex"|GNU General Public License (GPL)
"accountex"|PHP
"accountex"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"accountex"|Database
"accountex"|Authentication/Directory
"accountex"|Information Technology
"accountex"|Non-interactive (Daemon)
"accountex"|Solaris
"accountex"|End Users/Desktop
"accountex"|Monitoring
"accountex"|Telecommunications Industry
"accountex"|Customer Service
"accountex"|All POSIX (Linux/BSD/UNIX-like OSes)
"accountex"|Java
"accountex"|JavaScript
"accountex"|Linux
"accountex"|C
"accountex"|Production/Stable
"accountguard"|OS X
"accountguard"|All POSIX (Linux/BSD/UNIX-like OSes)
"accountguard"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accountguard"|Java
"accountguard"|Software Development
"accountguard"|GNU General Public License (GPL)
"accountguard"|Accounting
"accountguard"|Linux
"accountguard"|End Users/Desktop
"accountguard"|Developers
"accountguard"|Pre-Alpha
"accounting101"|Accounting
"accounting101"|Java
"accounting101"|Point-Of-Sale
"accounting101"|GNU General Public License (GPL)
"accounting101"|Web-based
"accounting101"|Linux
"accounting101"|Planning
"accounting101"|All POSIX (Linux/BSD/UNIX-like OSes)
"accounting101"|End Users/Desktop
"accounting4me"|End Users/Desktop
"accounting4me"|Java
"accounting4me"|GNU General Public License (GPL)
"accounting4me"|OS Independent (Written in an interpreted language)
"accounting4me"|Pre-Alpha
"accounting4me"|Mozilla Public License 1.1 (MPL 1.1)
"accounting4me"|Accounting
"accounting4me"|Handheld/Mobile/PDA
"accountis"|Developers
"accountis"|All POSIX (Linux/BSD/UNIX-like OSes)
"accountis"|Web-based
"accountis"|Zope
"accountis"|Office/Business
"accountis"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accountis"|Beta
"accountis"|Security
"accountis"|Python
"accountis"|End Users/Desktop
"accountis"|OSI-Approved Open Source
"accountis"|Other/Proprietary License
"accountis"|Linux
"accousti-x"|Win32 (MS Windows)
"accousti-x"|Visual Basic
"accousti-x"|Players
"accousti-x"|Capture/Recording
"accousti-x"|CD Audio
"accousti-x"|GNU General Public License (GPL)
"accousti-x"|32-bit MS Windows (NT/2000/XP)
"accousti-x"|End Users/Desktop
"accpal"|Monitoring
"accpal"|32-bit MS Windows (NT/2000/XP)
"accpal"|Non-interactive (Daemon)
"accpal"|Advanced End Users
"accpal"|Linux
"accpal"|C
"accpal"|GNU General Public License (GPL)
"accpal"|Alpha
"accpal"|System Administrators
"accpal"|Religion and Philosophy
"accpal"|C++
"accre"|GNU General Public License (GPL)
"accre"|System Administrators
"accre"|JavaScript
"accre"|End Users/Desktop
"accre"|Message Boards
"accre"|Perl
"accre"|Web-based
"accre"|Planning
"accrete"|C
"accrete"|Simulation
"accrete"|Public Domain
"accrete"|Beta
"accrete"|Astronomy
"accrete"|Science/Research
"accs"|To-Do Lists
"accs"|GNU General Public License (GPL)
"accs"|OS Independent (Written in an interpreted language)
"accs"|Java
"accs"|Web-based
"accs"|Production/Stable
"accs"|Project Management
"accs"|Database Engines/Servers
"accs"|Front-Ends
"accsoft"|OS Independent (Written in an interpreted language)
"accsoft"|GNU General Public License (GPL)
"accsoft"|Monitoring
"accsoft"|Web-based
"accsoft"|Systems Administration
"accsoft"|Accounting
"accsoft"|Planning
"accsoft"|System Administrators
"accsoft"|PL/SQL
"accsoft"|PHP
"acctmgr"|Perl
"acctmgr"|GNU General Public License (GPL)
"acctmgr"|Systems Administration
"acctmgr"|Alpha
"acctmgr"|Linux
"acctmgr"|System Administrators
"acctmgr"|C++
"acctmgr"|Other Audience
"acctmgr"|All BSD Platforms (FreeBSD/NetBSD/OpenBSD/Apple Mac OS X)
"acctmgr"|Web-based
"acctmgr"|All POSIX (Linux/BSD/UNIX-like OSes)
"acctmgr"|Solaris
"acctsync"|Non-interactive (Daemon)
"acctsync"|System Administrators
"acctsync"|C++
"acctsync"|OSI-Approved Open Source
"acctsync"|All POSIX (Linux/BSD/UNIX-like OSes)
"acctsync"|Beta
"acctsync"|LDAP
"acctsync"|C
"acctsync"|Perl
"acctsync"|Java
"acctsync"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accttrsh"|Alpha
"accttrsh"|Communications
"accttrsh"|System Administrators
"accttrsh"|GNU General Public License (GPL)
"accttrsh"|Linux
"accttrsh"|Perl
"accttrsh"|Web-based
"accugps"|Visualization
"accugps"|Java
"accugps"|Win32 (MS Windows)
"accugps"|Developers
"accugps"|GNU Library or Lesser General Public License (LGPL)
"accugps"|Planning
"accugps"|End Users/Desktop
"accugps"|X Window System (X11)
"accugps"|OS Independent (Written in an interpreted language)
"accurev-ant"|Build Tools
"accurev-ant"|Beta
"accurev-ant"|Version Control
"accurev-ant"|Java
"accurev-ant"|Developers
"accurev-ant"|OS Independent (Written in an interpreted language)
"accurev-ant"|GNU General Public License (GPL)
"accushot"|Handheld/Mobile/PDA
"accushot"|Java
"accushot"|Win32 (MS Windows)
"accushot"|Other/Nonlisted Topic
"accushot"|GNU General Public License (GPL)
"accushot"|Pre-Alpha
"accushot"|Other Audience
"accushot"|X Window System (X11)
"accushot"|End Users/Desktop
"accushot"|OS Independent (Written in an interpreted language)
"accushot"|Visual Basic
"accutron2000"|Internet Relay Chat
"accutron2000"|Python
"accutron2000"|End Users/Desktop
"accutron2000"|Non-interactive (Daemon)
"accutron2000"|Production/Stable
"accutron2000"|OS Independent (Written in an interpreted language)
"accutron2000"|GNU General Public License (GPL)
"accwhizz"|PHP
"accwhizz"|Pre-Alpha
"accwhizz"|Developers
"accwhizz"|Accounting
"accwhizz"|Linux
"accwhizz"|System Administrators
"accwhizz"|Web-based
"accwhizz"|End Users/Desktop
"accwhizz"|All 32-bit MS Windows (95/98/NT/2000/XP)
"accwhizz"|32-bit MS Windows (95/98)
"accwhizz"|OS Independent (Written in an interpreted language)
"accwhizz"|All POSIX (Linux/BSD/UNIX-like OSes)
"accwhizz"|GNU General Public License (GPL)
"acd"|GNU General Public License (GPL)
"acd"|Perl
"acd"|System Administrators
"acd"|OS Independent (Written in an interpreted language)
"acd"|Systems Administration
"acd"|Symmetric Multi-processing
"acd"|Pre-Alpha
"acdbase"|PHP
"acdbase"|Front-Ends
"acdbase"|Planning
"acdbase"|Python
"acdbase"|Linux
"acdbase"|All POSIX (Linux/BSD/UNIX-like OSes)
"acdbase"|End Users/Desktop
"acdbase"|C
"acdbase"|Gnome
"acdbase"|CD Audio
"acdbase"|Web-based
"acdbase"|GNU General Public License (GPL)
"acdcdev"|C
"acdcdev"|MIT License
"acdcdev"|Assembly
"acdcdev"|C++
"acdcdev"|Planning
"acdcdev"|Win32 (MS Windows)
"acdcdev"|KDE
"acdcdev"|Linux
"acdcdev"|Developers
"acdcdev"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acdcdev"|Games/Entertainment
"acdcdev"|All POSIX (Linux/BSD/UNIX-like OSes)
"acdcdev"|Other Operating Systems
"acdesigner"|System Administrators
"acdesigner"|GNU General Public License (GPL)
"acdesigner"|Installation/Setup
"acdesigner"|Java
"acdesigner"|Security
"acdesigner"|OS Independent (Written in an interpreted language)
"acdesigner"|Beta
"acdesigner"|X Window System (X11)
"acdesigner"|Developers
"acdesigner"|Win32 (MS Windows)
"acdesigner"|Systems Administration
"acdesk"|.NET/Mono
"acdesk"|Planning
"acdesk"|C#
"acdesk"|End Users/Desktop
"acdesk"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acdesk"|Desktop Environment
"acdesk"|Advanced End Users
"acdesk"|Pre-Alpha
"acdesk"|Win32 (MS Windows)
"acdesk"|GNU General Public License (GPL)
"acdesk"|Developers
"acdesk"|Other/Nonlisted Topic
"acdev"|32-bit MS Windows (NT/2000/XP)
"acdev"|MIT License
"acdev"|32-bit MS Windows (95/98)
"acdev"|Visual Basic
"acdev"|Developers
"acdev"|All 32-bit MS Windows (95/98/NT/2000/XP)
"acdev"|Advanced End Users
"acdev"|Multi-User Dungeons (MUD)
"acdev"|Production/Stable
"acdev"|Role-Playing
"acdev"|Win32 (MS Windows)
"acdev"|Visual Basic .NET
"acdir"|32-bit MS Windows (NT/2000/XP)
"acdir"|Systems Administration
"acdir"|Alpha
"acdir"|GNU General Public License (GPL)
"acdir"|Visual Basic
"acdir"|Win32 (MS Windows)
"acdir"|System Administrators
"acdk"|Object Brokering
