Date,Open,High,Low,Close,Volume
24-Sep-08,430.34,445,430.11,435.11,4242795
25-Sep-08,438.84,450,435.98,439.6,5023126
26-Sep-08,428,437.16,421.03,431.04,5292426
29-Sep-08,419.51,423.51,380.71,381,10763221
30-Sep-08,396,425.1,392.32,400.52,9065144
1-Oct-08,412.13,416.98,403.1,411.72,6235566
2-Oct-08,409.79,409.98,386,390.49,5987321
3-Oct-08,397.35,412.5,383.07,386.91,8035907
6-Oct-08,373.98,375.99,357.16,371.21,11220750
7-Oct-08,373.33,374.98,345.37,346.01,11055388
8-Oct-08,330.16,358.99,326.11,338.11,11827005
9-Oct-08,344.52,348.57,321.67,328.98,8085072
10-Oct-08,313.16,341.89,310.3,332,10600607
13-Oct-08,355.79,381.95,345.75,381.02,8905762
14-Oct-08,393.53,394.5,357,362.71,7872617
15-Oct-08,354.65,359,338.83,339.17,6721513
16-Oct-08,332.76,356.5,309.44,353.02,16267030
17-Oct-08,378.96,386,363.55,372.54,14255817
20-Oct-08,379.75,380.98,359.59,379.32,6755112
21-Oct-08,372.39,383.78,362,362.75,5787759
22-Oct-08,356.99,369.69,344,355.67,6560823
23-Oct-08,353.65,358,337.99,352.32,6479524
24-Oct-08,326.47,350.47,324.74,339.29,7358927
27-Oct-08,334.81,343,325.6,329.49,6209173
28-Oct-08,339.05,369.31,328.51,368.75,8106988
29-Oct-08,365.79,371,352.37,358,9763687
30-Oct-08,368.46,372,358.37,359.69,7993407
31-Oct-08,356.16,371.96,354.27,359.36,7426876
3-Nov-08,357.58,362.99,341.43,346.49,5955447
4-Nov-08,353.44,372.36,345.5,366.94,7352449
5-Nov-08,362.15,368.88,341.31,342.24,6949770
6-Nov-08,339.97,344.42,325.81,331.22,8579492
7-Nov-08,333.12,341.15,325.33,331.14,4690083
